Student_ID,College,Major,Class_Year,GPA,Credits_Attempted,Credits_Earned,Enrollment_Date,Study_Hours_Per_Week,Campus_Housing,Financial_Aid,Extracurriculars,Part_Time_Job,First_Generation,Distance_From_Home
CU100229,College of Education,Elementary Education,Sophomore,3.7,43,36,2023-08-03,12.0,On-campus,Partial,1,Yes (14h),No,73
CU100230,College of Arts and Sciences,Chemistry,Senior,3.6,129,111,2021-01-07,10.6,Off-campus,Yes,1,No,,80
CU100231,College of Education,Special Education,Sophomore,2.11,43,39,2023-09-05,10.0,On-campus,No,0,Yes (14h),No,336
CU100232,College of Education,Special Education,First Year,2.38,27,24,2024-01-17,15.7,Off-campus,Yes,1,Yes (11h),Yes,163
CU100233,College of Business,Supply Chain Management,First Year,3.54,14,12,2024-01-04,17.3,Off-campus,Yes,2,No,No,43
CU100234,College of Engineering,Computer Science,Sophomore,2.93,56,55,2023-09-01,17.8,Commuter,No,1,No,No,8
CU100235,College of Education,Special Education,Junior,2.64,84,76,2022-08-13,21.3,Off-campus,Yes,4,No,Yes,782
CU100236,College of Arts and Sciences,Philosophy,First Year,4.0,22,18,2024-08-18,20.4,Off-campus,No,4,No,,21
CU100237,College of Business,Business Analytics,Senior,3.26,123,122,2021-01-02,21.7,On-campus,No,3,No,No,89
CU100238,College of Education,Elementary Education,Sophomore,3.98,60,56,2023-01-10,12.8,On-campus,Partial,4,Yes (15h),No,897
CU100239,College of Arts and Sciences,Mathematics,Graduate,3.5,28,26,2021-08-23,2.0,On-campus,Yes,4,Yes (24h),Yes,958
CU100240,College of Business,Marketing,Junior,2.87,82,79,2022-01-01,21.6,Off-campus,No,1,No,No,370
CU100241,College of Education,Elementary Education,Senior,3.06,113,101,2021-01-24,16.1,Commuter,No,0,No,Yes,790
CU100242,College of Engineering,Industrial Engineering,Graduate,3.73,24,21,2021-08-15,9.6,Off-campus,Yes,3,Yes (10h),Yes,79
CU100243,College of Engineering,Civil Engineering,First Year,3.25,29,28,2024-09-17,28.8,On-campus,Yes,1,No,No,50
CU100244,College of Education,Elementary Education,Senior,3.25,130,125,2021-01-11,15.2,On-campus,Partial,1,No,Yes,63
CU100245,College of Engineering,Computer Engineering,First Year,3.49,17,16,2024-01-26,12.9,On-campus,No,3,No,Yes,144
CU100246,College of Business,Supply Chain Management,Sophomore,3.9,49,48,2023-08-19,14.8,Off-campus,No,1,Yes (20h),No,759
CU100247,College of Education,Secondary Education,Senior,3.46,109,97,2021-01-01,16.4,Off-campus,Yes,2,Yes (15h),,128
CU100248,College of Health,Public Health,Sophomore,2.84,60,59,2023-01-17,14.4,Commuter,Yes,4,No,Yes,19
CU100249,College of Health,Nursing,Senior,2.98,107,104,2021-09-12,3.8,Off-campus,Yes,2,Yes (23h),No,1484
CU100250,College of Education,Elementary Education,Graduate,3.59,10,9,2023-08-28,18.0,On-campus,No,3,No,Yes,17
CU100251,College of Arts and Sciences,History,Graduate,3.51,12,10,2022-09-04,17.3,Off-campus,Yes,2,No,Yes,12
CU100252,College of Engineering,Chemical Engineering,Junior,2.77,88,76,2022-01-26,18.5,Off-campus,No,2,Yes (15h),No,1811
CU100253,College of Health,Health Science,Graduate,3.66,20,19,2021-09-10,13.6,On-campus,Yes,2,No,No,343
CU100254,College of Health,Health Science,Sophomore,3.74,53,46,2023-01-02,36.4,Commuter,Partial,0,No,No,199
CU100255,College of Business,Marketing,Sophomore,3.1,52,50,2023-01-01,19.6,Off-campus,No,0,No,Yes,1103
CU100256,College of Engineering,Computer Science,Sophomore,3.41,57,54,2023-09-14,14.9,Commuter,Yes,0,No,Yes,22
CU100257,College of Engineering,Bioengineering,Junior,3.48,80,70,2022-01-02,7.7,Off-campus,Yes,3,No,,31
CU100258,College of Engineering,Computer Engineering,First Year,3.11,21,18,2024-09-26,8.6,Off-campus,Yes,3,No,No,39
CU100259,College of Business,Accounting,Sophomore,2.75,44,38,2023-08-19,8.1,On-campus,Yes,1,No,Yes,2084
CU100260,College of Health,Health Science,Senior,2.97,120,106,2021-09-08,14.9,Commuter,Yes,2,Yes (6h),No,149
CU100261,College of Engineering,Chemical Engineering,Junior,3.05,85,74,2022-01-06,15.5,Off-campus,Yes,2,No,No,17
CU100262,College of Business,Business Analytics,Graduate,3.45,11,10,2024-09-10,21.1,On-campus,Yes,0,No,,134
CU100263,College of Education,Special Education,Senior,3.32,129,118,2021-01-11,11.8,Commuter,Yes,0,No,No,573
CU100264,College of Health,Nursing,Sophomore,3.2,42,37,2023-08-23,2.0,Commuter,Yes,0,Yes (9h),No,174
CU100265,College of Business,Marketing,Sophomore,3.07,60,57,2023-01-23,25.6,Commuter,No,1,No,Yes,82
CU100266,College of Arts and Sciences,Psychology,First Year,2.87,29,26,2024-09-01,12.9,Commuter,Partial,1,No,Yes,106
CU100267,College of Engineering,Bioengineering,Graduate,3.41,13,11,2021-08-05,13.6,On-campus,Yes,2,No,No,543
CU100268,College of Health,Health Science,Sophomore,3.24,43,41,2023-01-09,17.5,On-campus,No,1,No,Yes,157
CU100269,College of Business,Marketing,Graduate,2.7,26,23,2022-08-16,19.8,On-campus,No,3,No,Yes,58
CU100270,College of Business,Economics,Senior,3.28,111,100,2021-01-11,10.6,On-campus,Yes,1,No,Yes,1190
CU100271,College of Business,Economics,Senior,3.3,115,113,2021-09-20,23.6,On-campus,No,2,No,,17
CU100272,College of Health,Community Health,Sophomore,4.0,47,43,2023-09-18,8.2,Off-campus,No,1,Yes (12h),,40
CU100273,College of Health,Nursing,Graduate,3.06,32,29,2024-01-02,10.3,On-campus,No,2,Yes (5h),No,1969
CU100274,College of Health,Public Health,Junior,3.2,82,70,2022-08-26,20.7,On-campus,Yes,2,Yes (22h),No,16
CU100275,College of Arts and Sciences,Mathematics,Sophomore,2.78,56,50,2023-01-09,9.9,Commuter,Yes,1,No,,188
CU100276,College of Business,Management,Graduate,3.41,20,18,2024-09-08,17.0,Off-campus,No,3,No,No,110
CU100277,College of Health,Nursing,Senior,3.44,123,116,2021-08-03,4.2,On-campus,Yes,2,No,Yes,1919
CU100278,College of Arts and Sciences,History,Senior,3.27,123,107,2021-01-07,23.4,Commuter,Yes,2,No,No,116
CU100279,College of Business,Finance,Senior,3.21,106,91,2021-09-26,21.3,On-campus,Yes,1,No,No,183
CU100280,College of Arts and Sciences,Physics,Sophomore,2.72,60,51,2023-01-14,17.8,On-campus,Yes,2,No,Yes,492
CU100281,College of Engineering,Bioengineering,Graduate,3.25,27,23,2023-08-09,9.0,Off-campus,Yes,1,Yes (24h),No,26
CU100282,College of Arts and Sciences,Political Science,Sophomore,3.81,50,44,2023-01-24,20.4,Off-campus,Yes,1,Yes (14h),No,901
CU100283,College of Business,Accounting,Senior,3.0,119,103,2021-01-05,11.4,Off-campus,Yes,3,No,,154
CU100284,College of Arts and Sciences,Sociology,First Year,3.1,21,20,2024-09-28,26.0,On-campus,Yes,3,Yes (21h),No,195
CU100285,College of Health,Public Health,First Year,3.5,26,25,2024-01-07,18.3,On-campus,Yes,0,Yes (11h),No,81
CU100286,College of Arts and Sciences,Physics,Senior,3.05,119,110,2021-01-12,11.7,Off-campus,Yes,4,No,Yes,464
CU100287,College of Arts and Sciences,Psychology,Senior,3.91,127,114,2021-08-01,11.8,Off-campus,Partial,3,No,Yes,55
CU100288,College of Engineering,Mechanical Engineering,Graduate,3.41,34,29,2021-08-05,17.7,Off-campus,Yes,0,Yes (14h),No,29
CU100289,College of Health,Health Science,Sophomore,2.7,59,51,2023-08-09,16.2,Off-campus,Yes,2,Yes (16h),No,48
CU100290,College of Business,Accounting,Sophomore,2.95,57,52,2023-08-03,20.8,On-campus,Yes,1,Yes (25h),No,14
CU100291,College of Health,Health Science,First Year,3.0,26,24,2024-01-26,23.0,On-campus,Yes,0,Yes (20h),Yes,149
CU100292,College of Arts and Sciences,Psychology,Graduate,3.71,33,30,2021-09-23,5.0,Commuter,No,1,No,No,141
CU100293,College of Education,Elementary Education,Senior,3.73,129,110,2021-01-27,10.1,On-campus,Yes,3,No,No,2842
CU100294,College of Business,Business Analytics,First Year,3.61,17,14,2024-09-03,7.5,On-campus,Yes,3,No,No,168
CU100295,College of Engineering,Industrial Engineering,Graduate,3.36,11,9,2021-08-02,21.2,Commuter,Yes,3,No,No,8
CU100296,College of Education,Secondary Education,First Year,3.04,21,19,2024-01-07,8.1,On-campus,Partial,3,No,No,10
CU100297,College of Business,Business Analytics,Senior,2.96,107,101,2021-08-21,21.0,On-campus,Yes,1,No,Yes,998
CU100298,College of Education,Secondary Education,Senior,3.11,120,102,2021-01-20,14.5,On-campus,Yes,2,No,,145
CU100299,College of Business,Accounting,First Year,2.6,18,17,2024-08-25,17.3,Off-campus,Yes,1,No,Yes,42
CU100300,College of Health,Health Science,Junior,2.84,89,79,2022-01-03,11.1,Commuter,Yes,1,No,Yes,337
CU100301,College of Arts and Sciences,Sociology,Sophomore,3.38,56,48,2023-08-12,15.0,Commuter,No,0,Yes (9h),Yes,81
CU100302,College of Business,Finance,Junior,2.87,87,80,2022-09-21,10.8,Off-campus,Yes,2,No,No,11
CU100303,College of Arts and Sciences,Philosophy,First Year,3.44,23,22,2024-01-23,20.7,On-campus,Yes,3,Yes (25h),,75
CU100304,College of Engineering,Industrial Engineering,Junior,3.0,75,67,2022-09-20,20.0,Off-campus,Yes,3,No,Yes,709
CU100305,College of Health,Health Science,Sophomore,3.2,51,50,2023-09-07,17.3,Commuter,Yes,2,Yes (22h),Yes,1677
CU100306,College of Education,Secondary Education,Sophomore,3.43,47,45,2023-01-01,2.0,Off-campus,Partial,3,No,Yes,75
CU100307,College of Education,Special Education,Sophomore,3.25,58,53,2023-09-08,2.0,On-campus,Yes,3,No,No,159
CU100308,College of Arts and Sciences,Sociology,First Year,2.4,24,22,2024-01-28,20.2,Off-campus,Yes,3,No,No,118
CU100309,College of Engineering,Electrical Engineering,Junior,3.65,87,77,2022-08-27,13.1,On-campus,Yes,3,No,No,370
CU100310,College of Business,Economics,First Year,3.25,16,15,2024-01-23,17.9,Off-campus,Partial,3,Yes (23h),No,147
CU100311,College of Arts and Sciences,Political Science,Sophomore,2.67,48,43,2023-09-01,24.4,Off-campus,No,2,No,No,46
CU100312,College of Arts and Sciences,Chemistry,Sophomore,3.58,56,54,2023-01-23,4.0,Commuter,Yes,3,No,No,731
CU100313,College of Arts and Sciences,Philosophy,Senior,4.0,114,103,2021-08-22,13.8,Off-campus,Yes,0,No,No,15
CU100314,College of Arts and Sciences,History,Graduate,4.0,33,28,2024-08-28,7.1,On-campus,No,1,Yes (13h),,46
CU100315,College of Education,Special Education,Sophomore,3.34,52,50,2023-08-27,15.7,Commuter,Yes,3,No,No,76
CU100316,College of Education,Secondary Education,First Year,3.14,28,24,2024-08-02,22.7,Off-campus,Yes,0,No,Yes,102
CU100317,College of Education,Secondary Education,First Year,4.0,21,19,2024-08-12,20.9,Commuter,Yes,3,No,No,74
CU100318,College of Education,Special Education,Junior,3.26,90,80,2022-01-11,3.5,On-campus,Yes,3,No,Yes,704
CU100319,College of Business,Marketing,Sophomore,3.6,51,49,2023-09-24,14.4,Off-campus,Yes,4,Yes (19h),Yes,31
CU100320,College of Business,Business Analytics,Junior,3.6,90,84,2022-09-27,11.7,Off-campus,Yes,3,No,No,1008
CU100321,College of Business,Business Analytics,Junior,2.59,84,73,2022-09-14,19.3,Off-campus,Partial,1,No,Yes,43
CU100322,College of Engineering,Computer Science,Junior,3.19,75,65,2022-09-13,8.2,On-campus,Yes,2,Yes (17h),No,84
CU100323,College of Health,Nursing,Sophomore,2.91,58,56,2023-08-20,11.4,On-campus,No,3,No,No,44
CU100324,College of Health,Health Science,Senior,3.54,118,103,2021-09-12,3.9,Commuter,Yes,3,No,No,79
CU100325,College of Arts and Sciences,Sociology,Junior,3.19,89,80,2022-09-16,2.0,Off-campus,No,3,No,No,11
CU100326,College of Arts and Sciences,Mathematics,Junior,3.56,78,77,2022-08-05,6.7,On-campus,Yes,1,No,No,8
CU100327,College of Arts and Sciences,History,Sophomore,4.0,51,48,2023-01-25,8.6,Off-campus,Yes,2,No,No,37
CU100328,College of Health,Nursing,Junior,2.84,89,88,2022-09-22,13.3,On-campus,Yes,2,No,No,21
CU100329,College of Arts and Sciences,Mathematics,First Year,2.84,24,23,2024-09-28,17.7,Commuter,Partial,3,No,No,99
CU100330,College of Engineering,Chemical Engineering,First Year,2.57,14,12,2024-08-06,2.0,Commuter,Yes,4,No,Yes,21
CU100331,College of Health,Nursing,Senior,3.57,110,108,2021-01-19,15.4,Off-campus,Partial,0,No,No,127
CU100332,College of Arts and Sciences,Psychology,First Year,4.0,30,26,2024-09-18,14.4,On-campus,No,1,Yes (10h),No,39
CU100333,College of Business,Management,Graduate,3.63,12,10,2024-01-12,15.9,On-campus,Yes,1,No,No,864
CU100334,College of Health,Health Science,Senior,3.69,106,90,2021-01-22,19.8,On-campus,Yes,2,No,Yes,590
CU100335,College of Education,Elementary Education,Sophomore,4.0,57,54,2023-08-09,9.5,Commuter,No,1,No,Yes,397
CU100336,College of Arts and Sciences,Physics,Sophomore,2.79,43,42,2023-09-03,13.6,Commuter,Yes,4,No,,47
CU100337,College of Business,Management,Junior,2.6,73,72,2022-09-14,17.4,Commuter,No,3,No,Yes,56
CU100338,College of Engineering,Computer Engineering,Graduate,3.49,14,13,2024-09-11,10.9,On-campus,Yes,1,Yes (7h),Yes,29
CU100339,College of Business,Economics,Sophomore,2.03,51,50,2023-09-13,13.8,Off-campus,Yes,2,No,No,274
CU100340,College of Business,Marketing,Junior,3.33,75,74,2022-09-04,15.5,On-campus,No,2,Yes (19h),No,15
CU100341,College of Arts and Sciences,Mathematics,Junior,2.95,76,74,2022-01-24,5.3,Off-campus,Partial,0,No,No,582
CU100342,College of Health,Nursing,First Year,2.53,15,13,2024-09-28,22.9,Off-campus,Yes,0,No,No,27
CU100343,College of Health,Nursing,Senior,3.76,111,103,2021-08-21,17.3,On-campus,Yes,1,Yes (23h),No,2124
CU100344,College of Engineering,Civil Engineering,Junior,3.34,84,81,2022-09-18,11.9,On-campus,No,1,Yes (23h),Yes,46
CU100345,College of Education,Secondary Education,First Year,2.91,16,14,2024-01-10,4.0,On-campus,Yes,2,Yes (23h),No,638
CU100346,College of Engineering,Computer Science,Sophomore,2.92,49,44,2023-01-11,4.7,On-campus,Yes,3,No,Yes,691
CU100347,College of Arts and Sciences,Physics,Sophomore,3.19,53,50,2023-08-12,16.3,On-campus,Yes,0,Yes (9h),Yes,841
CU100348,College of Business,Management,First Year,3.01,21,18,2024-09-03,7.0,Commuter,No,2,No,No,7
CU100349,College of Education,Special Education,Senior,3.19,111,100,2021-09-18,3.1,On-campus,Yes,3,No,No,151
CU100350,College of Engineering,Electrical Engineering,Graduate,3.2,24,20,2023-09-01,17.1,Off-campus,No,3,No,No,95
CU100351,College of Education,Secondary Education,Sophomore,2.66,59,57,2023-09-24,8.4,On-campus,Yes,0,Yes (6h),No,597
CU100352,College of Engineering,Electrical Engineering,Senior,3.26,121,118,2021-08-02,15.7,On-campus,Yes,0,No,Yes,792
CU100353,College of Business,Business Analytics,Junior,3.25,90,78,2022-08-21,8.3,Commuter,Yes,1,No,No,553
CU100354,College of Education,Special Education,First Year,2.87,29,25,2024-08-20,21.4,On-campus,No,2,Yes (21h),Yes,28
CU100355,College of Arts and Sciences,History,Junior,3.0,87,75,2022-09-08,9.6,On-campus,No,2,No,No,13
CU100356,College of Education,Secondary Education,Senior,2.82,116,100,2021-01-21,18.2,Off-campus,No,0,Yes (10h),No,2305
CU100357,College of Health,Community Health,Junior,2.67,81,77,2022-09-24,12.0,On-campus,Yes,5,No,No,199
CU100358,College of Health,Nursing,Senior,3.18,125,110,2021-09-22,10.1,Off-campus,Yes,2,No,Yes,13
CU100359,College of Business,Accounting,Junior,3.13,73,72,2022-01-07,2.0,Off-campus,No,2,Yes (24h),No,80
CU100360,College of Business,Supply Chain Management,First Year,2.39,25,21,2024-08-22,12.8,On-campus,Yes,3,No,No,144
CU100361,College of Engineering,Computer Engineering,Sophomore,3.62,54,48,2023-09-17,2.0,Off-campus,No,1,No,No,158
CU100362,College of Education,Elementary Education,Senior,3.12,113,98,2021-08-16,22.1,Off-campus,Partial,0,No,Yes,5
CU100363,College of Education,Secondary Education,Junior,3.26,72,69,2022-09-01,11.6,Commuter,Yes,0,No,Yes,194
CU100364,College of Arts and Sciences,Sociology,Senior,3.12,119,108,2021-09-09,18.4,Commuter,Yes,1,No,Yes,173
CU100365,College of Health,Public Health,Sophomore,2.97,45,38,2023-08-19,8.9,Off-campus,No,2,No,No,18
CU100366,College of Health,Health Science,Sophomore,3.53,44,38,2023-08-26,24.1,Off-campus,No,3,Yes (25h),,14
CU100367,College of Business,Supply Chain Management,Junior,3.26,73,66,2022-09-14,19.7,On-campus,Yes,3,No,No,43
CU100368,College of Engineering,Electrical Engineering,Senior,3.28,126,108,2021-01-21,17.9,Off-campus,Yes,3,No,Yes,722
CU100369,College of Education,Secondary Education,Sophomore,3.77,60,56,2023-09-06,12.0,Off-campus,Partial,0,Yes (17h),No,182
CU100370,College of Arts and Sciences,English,Sophomore,2.87,46,45,2023-09-23,9.1,On-campus,Yes,1,No,Yes,1566
CU100371,College of Education,Elementary Education,Sophomore,3.1,60,58,2023-09-07,8.2,On-campus,Yes,2,No,Yes,37
CU100372,College of Engineering,Computer Engineering,Junior,3.87,73,72,2022-09-27,17.0,Off-campus,Yes,2,Yes (20h),No,1939
CU100373,College of Health,Nursing,Senior,3.12,107,103,2021-09-28,18.4,On-campus,Yes,5,No,Yes,2057
CU100374,College of Health,Public Health,Senior,3.58,111,108,2021-09-27,15.6,On-campus,Yes,1,No,No,25
CU100375,College of Engineering,Bioengineering,Graduate,2.87,26,24,2023-01-19,13.0,Off-campus,Partial,2,Yes (12h),Yes,20
CU100376,College of Health,Public Health,Sophomore,2.7,52,49,2023-01-25,31.9,On-campus,Partial,2,No,No,60
CU100377,College of Health,Nursing,First Year,3.04,20,18,2024-08-20,9.0,Commuter,Yes,1,Yes (21h),Yes,63
CU100378,College of Education,Special Education,First Year,2.71,14,12,2024-08-18,28.7,On-campus,Yes,3,No,Yes,130
CU100379,College of Education,Special Education,Senior,3.46,112,100,2021-01-22,17.3,On-campus,Yes,1,No,No,143
CU100380,College of Business,Finance,Graduate,3.8,32,27,2022-08-14,24.0,On-campus,No,1,No,Yes,41
CU100381,College of Health,Public Health,Senior,3.28,109,101,2021-01-24,14.4,On-campus,Yes,0,No,No,36
CU100382,College of Arts and Sciences,Political Science,Junior,2.87,83,74,2022-09-17,20.1,Off-campus,Yes,2,Yes (23h),,15
CU100383,College of Arts and Sciences,History,Graduate,3.07,32,29,2021-01-27,14.6,On-campus,No,1,Yes (22h),Yes,12
CU100384,College of Arts and Sciences,English,Sophomore,3.39,55,47,2023-09-20,28.4,On-campus,Yes,2,Yes (14h),No,164
CU100385,College of Engineering,Civil Engineering,First Year,2.35,25,22,2024-08-20,12.7,On-campus,Yes,3,Yes (25h),No,1162
CU100386,College of Engineering,Industrial Engineering,Sophomore,2.98,60,58,2023-08-08,24.6,On-campus,No,3,No,No,571
CU100387,College of Health,Nursing,Sophomore,3.77,57,52,2023-08-06,15.6,Off-campus,No,4,No,,11
CU100388,College of Arts and Sciences,Psychology,First Year,1.69,29,26,2024-01-16,16.4,Off-campus,Yes,1,No,,14
CU100389,College of Education,Special Education,Graduate,3.03,11,10,2021-09-13,13.1,On-campus,Yes,0,No,,133
CU100390,College of Business,Economics,First Year,2.93,16,15,2024-08-28,19.9,Off-campus,Yes,2,No,Yes,194
CU100391,College of Engineering,Mechanical Engineering,Senior,3.87,113,97,2021-09-21,11.1,On-campus,Yes,3,No,Yes,5
CU100392,College of Education,Secondary Education,Senior,3.43,102,86,2021-08-10,10.4,Off-campus,Yes,4,No,Yes,124
CU100393,College of Education,Secondary Education,First Year,2.63,21,17,2024-01-18,9.9,Off-campus,Yes,1,No,No,32
CU100394,College of Health,Public Health,First Year,3.01,15,13,2024-09-25,20.1,Off-campus,Yes,2,Yes (25h),No,67
CU100395,College of Engineering,Electrical Engineering,Junior,3.29,84,72,2022-01-10,20.9,Off-campus,No,2,Yes (9h),,97
CU100396,College of Health,Community Health,Junior,3.72,79,70,2022-08-09,19.9,On-campus,Yes,0,Yes (5h),Yes,36
CU100397,College of Business,Management,Graduate,3.56,21,19,2023-08-23,16.6,Commuter,Partial,0,No,,99
CU100398,College of Education,Secondary Education,First Year,2.98,12,11,2024-08-27,8.9,On-campus,Partial,3,Yes (19h),No,11
CU100399,College of Business,Supply Chain Management,Senior,3.18,129,128,2021-08-13,12.5,On-campus,Yes,0,No,Yes,100
CU100400,College of Education,Elementary Education,Sophomore,2.85,60,55,2023-01-28,9.5,Off-campus,Partial,1,No,,798
CU100401,College of Business,Accounting,Senior,3.31,123,105,2021-08-26,15.8,Off-campus,No,2,Yes (7h),No,136
CU100402,College of Arts and Sciences,Biology,Graduate,3.97,27,23,2021-01-12,33.4,Off-campus,No,3,Yes (12h),No,138
CU100403,College of Health,Health Science,Sophomore,2.6,54,51,2023-09-07,21.8,Off-campus,Yes,0,No,No,195
CU100404,College of Education,Secondary Education,Sophomore,2.95,46,44,2023-09-12,15.9,On-campus,Yes,3,No,Yes,165
CU100405,College of Business,Business Analytics,Senior,3.3,109,106,2021-08-18,14.8,Off-campus,Yes,1,Yes (16h),Yes,874
CU100406,College of Arts and Sciences,Philosophy,Senior,3.55,121,110,2021-01-17,15.2,Off-campus,No,1,Yes (18h),Yes,67
CU100407,College of Arts and Sciences,Biology,Senior,3.49,109,98,2021-01-06,18.3,Off-campus,Yes,2,No,No,462
CU100408,College of Health,Community Health,First Year,2.46,30,28,2024-08-08,11.6,Off-campus,Yes,4,Yes (20h),No,65
CU100409,College of Business,Economics,Junior,3.51,74,65,2022-09-24,21.7,On-campus,No,3,Yes (6h),No,18
CU100410,College of Health,Public Health,Senior,2.8,112,101,2021-01-24,12.3,On-campus,Yes,1,No,No,192
CU100411,College of Business,Accounting,Graduate,3.12,12,10,2024-09-04,15.9,Off-campus,No,2,Yes (10h),No,186
CU100412,College of Engineering,Computer Engineering,Junior,3.56,89,82,2022-08-11,5.9,Off-campus,Partial,3,No,No,20
CU100413,College of Business,Accounting,First Year,2.34,22,21,2024-08-25,4.0,On-campus,Yes,4,Yes (6h),No,127
CU100414,College of Business,Marketing,Sophomore,2.97,44,42,2023-08-08,11.4,On-campus,Yes,3,No,No,196
CU100415,College of Education,Elementary Education,Junior,3.51,76,67,2022-01-02,11.0,On-campus,No,1,Yes (14h),,18
CU100416,College of Arts and Sciences,Sociology,First Year,3.61,17,15,2024-09-11,16.0,Off-campus,Yes,3,No,No,126
CU100417,College of Health,Nursing,Junior,3.6,79,75,2022-09-26,12.5,On-campus,No,1,No,No,432
CU100418,College of Health,Public Health,Junior,3.46,76,68,2022-09-25,13.7,Off-campus,Yes,2,Yes (23h),No,8
CU100419,College of Health,Nursing,Senior,2.82,116,104,2021-08-25,8.1,On-campus,Yes,1,Yes (7h),No,117
CU100420,College of Education,Elementary Education,Sophomore,3.88,48,44,2023-08-17,10.3,On-campus,No,3,No,No,193
CU100421,College of Engineering,Computer Engineering,Graduate,3.48,24,23,2022-01-03,14.2,Off-campus,Yes,0,No,Yes,46
CU100422,College of Engineering,Industrial Engineering,Sophomore,3.94,54,48,2023-08-06,22.4,Commuter,Yes,5,No,Yes,404
CU100423,College of Education,Elementary Education,Junior,2.65,89,76,2022-01-25,14.6,Off-campus,Yes,2,Yes (14h),,78
CU100424,College of Health,Public Health,Junior,3.11,81,78,2022-08-16,12.1,On-campus,Yes,2,Yes (21h),No,86
CU100425,College of Business,Economics,Senior,3.57,106,100,2021-08-19,22.1,On-campus,Yes,1,No,No,1136
CU100426,College of Engineering,Chemical Engineering,Senior,2.83,124,113,2021-09-09,10.2,Off-campus,Partial,1,Yes (14h),No,29
CU100427,College of Health,Health Science,Junior,2.81,89,82,2022-08-16,20.8,On-campus,Yes,2,No,,38
CU100428,College of Health,Health Science,Senior,3.09,113,107,2021-08-16,8.6,On-campus,Yes,1,Yes (25h),No,1564
CU100429,College of Education,Special Education,Senior,3.99,123,116,2021-09-09,25.6,Commuter,Yes,2,Yes (9h),No,29
CU100430,College of Engineering,Computer Science,Junior,3.69,84,83,2022-08-08,4.8,Off-campus,Yes,1,No,Yes,198
CU100431,College of Arts and Sciences,Political Science,First Year,3.45,28,26,2024-01-10,9.4,Commuter,Yes,4,No,No,9
CU100432,College of Education,Elementary Education,Junior,3.49,84,77,2022-01-11,2.0,Commuter,Yes,0,Yes (18h),Yes,852
CU100433,College of Education,Special Education,Junior,3.24,75,67,2022-01-25,16.4,On-campus,Partial,2,No,No,6
CU100434,College of Business,Accounting,Senior,3.47,125,108,2021-01-23,18.4,Off-campus,Yes,3,No,Yes,35
CU100435,College of Arts and Sciences,Physics,Junior,3.44,87,75,2022-01-07,16.1,Commuter,Partial,4,Yes (11h),Yes,1899
CU100436,College of Health,Nursing,First Year,3.76,13,12,2024-09-11,22.1,Commuter,No,2,No,No,603
CU100437,College of Business,Accounting,Senior,3.04,107,105,2021-09-04,2.5,On-campus,Partial,2,Yes (6h),No,62
CU100438,College of Engineering,Civil Engineering,Junior,2.76,82,76,2022-08-15,18.9,On-campus,Yes,3,No,No,38
CU100439,College of Health,Public Health,Senior,3.22,123,112,2021-08-27,13.1,Off-campus,Yes,2,No,No,6
CU100440,College of Business,Management,Junior,3.09,78,71,2022-08-19,12.6,Commuter,No,3,Yes (15h),No,935
CU100441,College of Health,Community Health,First Year,3.21,14,13,2024-01-04,12.3,On-campus,No,3,No,Yes,61
CU100442,College of Education,Elementary Education,Sophomore,3.59,48,44,2023-08-19,5.4,Commuter,No,1,Yes (6h),Yes,656
CU100443,College of Arts and Sciences,Sociology,Junior,2.91,84,78,2022-09-06,17.7,On-campus,Yes,1,No,No,36
CU100444,College of Arts and Sciences,Physics,Senior,2.99,121,105,2021-01-19,17.5,Off-campus,Yes,2,No,,484
CU100445,College of Arts and Sciences,Philosophy,Junior,3.12,79,70,2022-01-06,21.1,On-campus,No,2,No,No,31
CU100446,College of Engineering,Industrial Engineering,Senior,3.09,118,107,2021-01-22,23.2,On-campus,No,2,No,No,568
CU100447,College of Education,Elementary Education,Junior,2.84,89,84,2022-01-25,13.0,On-campus,Yes,2,No,Yes,120
CU100448,College of Engineering,Civil Engineering,Junior,3.54,76,66,2022-09-14,21.4,Off-campus,No,2,Yes (25h),Yes,819
CU100449,College of Health,Health Science,Graduate,3.93,15,14,2023-08-20,18.1,Off-campus,Yes,4,No,No,96
CU100450,College of Education,Special Education,Senior,3.26,115,109,2021-09-10,10.6,Commuter,Yes,0,No,No,624
CU100451,College of Health,Community Health,Junior,3.4,79,70,2022-01-11,7.6,On-campus,Yes,2,Yes (7h),No,5
CU100452,College of Arts and Sciences,English,Junior,3.36,77,74,2022-09-11,25.3,On-campus,No,2,Yes (10h),No,1981
CU100453,College of Education,Special Education,Senior,2.92,120,104,2021-01-21,17.7,Off-campus,No,3,No,No,38
CU100454,College of Education,Secondary Education,Junior,3.32,73,70,2022-09-24,18.1,Off-campus,Yes,0,No,No,267
CU100455,College of Health,Public Health,Graduate,4.0,33,29,2022-08-27,34.7,Off-campus,No,2,Yes (24h),No,25
CU100456,College of Business,Supply Chain Management,Sophomore,3.76,44,40,2023-08-14,18.9,On-campus,No,1,No,No,28
CU100457,College of Business,Economics,Senior,3.56,124,111,2021-01-03,13.5,Off-campus,Yes,1,No,No,346
CU100458,College of Education,Special Education,Junior,4.0,76,73,2022-09-22,15.5,Commuter,Yes,0,Yes (21h),Yes,43
CU100459,College of Engineering,Computer Science,Junior,2.71,77,69,2022-08-15,17.5,Off-campus,No,0,No,Yes,23
